regulatorid,reportcode,queryid,channel,reporttype,deliverydatefrom,deliverydateto,inserttmstmp,reportschedule,reportfrequencydaily,reportfrequencymonth,lastdayofmonth,reportformat,reportstatus,partition
eudrm96jn000,MRAR000,R011D4,TRACE,RRECU,2024-02-21 10:23:29.000000000,2024-08-21 00:00:00.000000000,2024-02-21 10:23:42.793000000,D,,,false,XML,ACTIVE,\N
eudrm96jn000,MRTS000,R011D5,TRACE,RRECU,2024-02-21 10:23:39.000000000,2024-08-21 00:00:00.000000000,2024-02-21 10:23:53.605000000,D,,,false,XML,ACTIVE,\N
eudrm96jn000,RECO000,R011D7,TRACE,RRECU,2024-02-21 10:30:12.000000000,2024-08-21 00:00:00.000000000,2024-02-21 10:30:25.177000000,W,MO,,false,XML,ACTIVE,\N
eudrm96jn000,RECO000,R01284,TRACE,RRECU,2024-09-10 12:06:31.000000000,2024-09-12 00:00:00.000000000,2024-09-10 12:06:58.045683000,W,MO,,false,XML,ACTIVE,\N
eudrm96jn000,RJCT000,R011D6,TRACE,RRECU,2024-02-21 10:29:50.000000000,2024-08-21 00:00:00.000000000,2024-02-21 10:30:04.082000000,W,FR,,false,XML,ACTIVE,\N
eudrm96jn000,RJCT000,R01283,TRACE,RRECU,2024-09-11 07:24:05.000000000,2024-09-12 00:00:00.000000000,2024-09-11 07:24:22.808769000,W,MO, ,false,XML,ACTIVE,\N
eudrm96jn000,TPST000,R013BC,TRACE,RRECU,2024-10-07 08:41:33.000000000,2025-09-14 00:00:00.000000000,2024-10-07 08:41:49.250144000,D,\N,,false,XML,ACTIVE,\N
eudrm96jn000,TRAR000,R011D2,TRACE,RRECU,2024-02-21 10:22:57.000000000,2024-08-21 00:00:00.000000000,2024-02-21 10:23:10.532000000,D,,,false,XML,ACTIVE,\N
eudrm96jn000,TRTS000,R011D3,TRACE,RRECU,2024-02-21 10:23:07.000000000,2024-08-21 00:00:00.000000000,2024-02-21 10:23:21.237000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,MRAR000,SR00001,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,MRTS000,SR00002,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,RECO000,SR00003,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,RJCT000,SR00004,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,TPST000,SR00008,RG,RRECU,2025-07-03 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-07-04 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,TRAR000,SR00005,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,TRTS000,SR00006,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9ehc000,WARN000,SR00007,RG,RRECU,2025-03-18 00:00:00.000000000,2034-08-18 00:00:00.000000000,2025-03-21 00:00:00.000000000,D,,,false,XML,ACTIVE,\N
eudrm9hd5000,MRAR000,R01167,TRACE,RRECU,2024-02-12 15:25:35.000000000,2024-04-04 00:00:00.000000000,2024-02-12 15:25:48.116000000,D,,,false,XML,ACTIVE,\N
eudrm9hd5000,MRAR000,R012C4,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,MRAR000,R0149B,TRACE,RRECU,2025-04-04 17:04:11.000000000,2026-08-03 00:00:00.000000000,2025-04-04 17:05:08.016656000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,MRTS000,R01168,TRACE,RRECU,2024-02-12 17:06:25.000000000,2024-04-04 00:00:00.000000000,2024-02-12 17:06:38.709000000,D,,,false,XML,ACTIVE,\N
eudrm9hd5000,MRTS000,R012C5,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,MRTS000,R0149C,TRACE,RRECU,2025-04-04 17:04:11.000000000,2026-08-03 00:00:00.000000000,2025-04-04 17:05:30.866128000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,RECO000,R0116C,TRACE,RRECU,2024-02-12 17:06:46.000000000,2024-04-04 00:00:00.000000000,2024-02-12 17:06:59.715000000,W,MO,,false,XML,ACTIVE,\N
eudrm9hd5000,RECO000,R012C8,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,W,FR,,false,XML,ACTIVE,\N
eudrm9hd5000,RECO000,R0149F,TRACE,RRECU,2025-04-04 17:09:16.000000000,2026-08-03 00:00:00.000000000,2025-04-04 17:09:25.346998000,W,FR,,false,XML,ACTIVE,\N
eudrm9hd5000,RJCT000,R0116A,TRACE,RRECU,2024-02-12 17:00:55.000000000,2024-04-04 00:00:00.000000000,2024-02-12 17:01:09.221000000,W,MO,,false,XML,ACTIVE,\N
eudrm9hd5000,RJCT000,R012C6,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,W,FR,,false,XML,ACTIVE,\N
eudrm9hd5000,RJCT000,R0149D,TRACE,RRECU,2025-04-04 17:04:11.000000000,2026-08-03 00:00:00.000000000,2025-04-04 17:06:05.184714000,W,FR,,false,XML,ACTIVE,\N
eudrm9hd5000,TRAR000,R01169,TRACE,RRECU,2024-02-13 21:05:20.000000000,2024-04-04 00:00:00.000000000,2024-02-13 21:05:33.916000000,D,,,false,XML,ACTIVE,\N
eudrm9hd5000,TRAR000,R012C2,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,TRAR000,R01499,TRACE,RRECU,2025-04-04 17:09:16.000000000,2026-08-03 00:00:00.000000000,2025-04-04 17:09:21.463675000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,TRTS000,R01166,TRACE,RRECU,2024-02-13 21:05:09.000000000,2024-04-04 00:00:00.000000000,2024-02-13 21:05:22.929000000,D,,,false,XML,ACTIVE,\N
eudrm9hd5000,TRTS000,R012C3,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,TRTS000,R0149A,TRACE,RRECU,2025-04-04 17:04:11.000000000,2026-08-03 00:00:00.000000000,2025-04-04 17:04:39.277262000,D,\N,,false,XML,ACTIVE,\N
eudrm9hd5000,WARN000,R0116B,TRACE,RRECU,2024-02-12 17:01:17.000000000,2024-04-04 00:00:00.000000000,2024-02-12 17:01:30.538000000,W,MO,,false,XML,ACTIVE,\N
eudrm9hd5000,WARN000,R012C7,TRACE,RRECU,2024-04-04 00:00:00.000000000,2025-04-04 00:00:00.000000000,2024-04-09 00:00:00.000000000,W,FR,,false,XML,ACTIVE,\N
eudrm9hd5000,WARN000,R0149E,TRACE,RRECU,2025-04-04 16:59:04.000000000,2026-08-03 00:00:00.000000000,2025-04-04 16:59:23.602281000,W,FR,,false,XML,ACTIVE,\N
eudrm9w5j000,MRAR000,R01164,TRACE,RRECU,2024-02-13 16:09:36.000000000,2025-01-15 00:00:00.000000000,2024-02-13 16:09:50.528000000,D,\N,,false,XML,ACTIVE,\N
eudrm9w5j000,MRTS000,R01165,TRACE,RRECU,2024-02-13 16:09:58.000000000,2025-01-15 00:00:00.000000000,2024-02-13 16:10:11.132000000,D,\N,,false,XML,ACTIVE,\N
eudrm9w5j000,RECO000,R0121B,TRACE,RRECU,2024-03-08 10:09:03.000000000,2025-02-12 00:00:00.000000000,2024-03-08 10:09:18.375000000,D,\N,,false,XML,ACTIVE,\N
eudrm9w5j000,RJCT000,R0121E,TRACE,RRECU,2024-03-08 10:35:10.000000000,2025-02-12 00:00:00.000000000,2024-03-08 10:35:23.797000000,D,\N,,false,XML,ACTIVE,\N
eudrm9w5j000,TRAR000,R01162,TRACE,RRECU,2024-02-13 16:09:04.000000000,2025-01-15 00:00:00.000000000,2024-02-13 16:09:17.820000000,D,\N,,false,XML,ACTIVE,\N
eudrm9w5j000,TRTS000,R01163,TRACE,RRECU,2024-02-13 16:09:25.000000000,2025-01-15 00:00:00.000000000,2024-02-13 16:09:42.262000000,D,\N,,false,XML,ACTIVE,\N
eudrm9w5j000,WARN000,R0121C,TRACE,RRECU,2024-03-08 10:14:25.000000000,2025-02-12 00:00:00.000000000,2024-03-08 10:14:38.272000000,D,\N,,false,XML,ACTIVE,\N
